64,0.10696500004269183,0.10455980012193322
128,0.9834471999201924,1.0039135999977589
256,7.244493100093678,5.11564279999584
512,59.842407800024375,36.44300070009194
1,1.200009137392044e-05,1.4799879863858223e-05
2,1.5799887478351593e-05,1.6300007700920105e-05
4,4.319986328482628e-05,4.539988003671169e-05
8,0.00024169986136257648,0.00023939996026456356
16,0.0016503999941051006,0.001741599990054965
32,0.012378999963402748,0.014352899976074696
64,0.10399640002287924,0.08956260001286864
128,0.7681620998773724,0.618617300176993
256,6.057271500118077,4.228204700164497
